[Name],,
BLD GEO HIGH,,
,,
[Data],,
Radius [ m ], theta [ degree ], X [ m ]
0.197607622,-1.423434377,0.016854353
0.197816044,-1.000203133,0.01822331
0.197996929,-0.565459669,0.019634131
0.198181629,-0.126281649,0.02107894
0.198360711,0.308217049,0.022547016
0.198521152,0.733449221,0.024020789
0.198671386,1.144257188,0.025465185
0.198805362,1.529399037,0.026876526
0.198918313,1.8916471,0.028242074
0.198576301,-6.289471149,0.001684939
0.198603302,-6.178639412,0.002043755
0.19864206,-6.02700901,0.00253386
0.198692605,-5.838161945,0.003139382
0.198753431,-5.616219044,0.003848297
0.198823676,-5.36394453,0.004641792
0.198913321,-5.086015224,0.005508537
0.199010164,-4.784862995,0.006436059
0.199115828,-4.465508461,0.007414873
0.199226841,-4.131379604,0.008439376
0.199347511,-3.784678698,0.009501875
0.199473977,-3.425872326,0.010600828
0.199612454,-3.056065321,0.011732147
0.199757472,-2.673981428,0.012898756
0.199914157,-2.280873299,0.014106262
0.200082377,-1.878587842,0.015357747
0.200258687,-1.470514417,0.016647574
0.200433686,-1.055908918,0.017977996
0.200582191,-0.629851162,0.019348968
0.200733721,-0.198313355,0.020747945
0.200879857,0.230098426,0.022168223
0.201008856,0.650773466,0.023596689
0.201128796,1.058547139,0.025003484
0.201233447,1.445542455,0.026378442
0.201318607,1.812016726,0.027718754
0.201567307,-6.241264343,0.001852573
0.201587126,-6.132071972,0.002206515
0.201615974,-5.98303175,0.002688689
0.201654166,-5.797809601,0.003282626
0.201700509,-5.580444813,0.003976366
0.201754287,-5.333574772,0.004751667
0.201824635,-5.061703205,0.005597816
0.201900721,-4.767017365,0.006501975
0.201984212,-4.454604149,0.007456997
0.20207195,-4.127678871,0.008456966
0.202167869,-3.788211584,0.009494559
0.202268586,-3.43671608,0.010567172
0.202379748,-3.074344397,0.011670087
0.20249638,-2.700147629,0.012807761
0.202623203,-2.315104246,0.013983296
0.202760115,-1.920983672,0.015199463
0.202903956,-1.520871878,0.016451675
0.203046396,-1.114698648,0.01774299
0.203163415,-0.697848976,0.019074105
0.203282744,-0.274301976,0.020430533
0.203396857,0.147716925,0.021804299
0.203495353,0.563305676,0.023189042
0.203585714,0.967674315,0.02455904
0.203661829,1.355729461,0.025899302
0.20371975,1.726265907,0.027214233
0.204536259,-6.19645834,0.002028188
0.204549447,-6.088892937,0.002377195
0.204569235,-5.942418098,0.002851388
0.204596132,-5.760785103,0.003433717
0.204629198,-5.54795599,0.00411229
0.204667881,-5.306454182,0.004869442
0.204720423,-5.040605545,0.005695051
0.20477742,-4.752345085,0.006575976
0.204840451,-4.446849823,0.007507182
0.204906687,-4.127060413,0.008482465
0.204979673,-3.794853449,0.009495292
0.205056563,-3.450710535,0.010541574
0.205142364,-3.095663309,0.01161604
0.205232695,-2.729430676,0.012724582
0.205331698,-2.35254693,0.013868586
0.205439374,-1.96672523,0.015049852
0.205552936,-1.574772716,0.016264739
0.205664948,-1.176929832,0.017516846
0.205752701,-0.769222558,0.018807072
0.205842078,-0.354578078,0.020122346
0.205926478,0.060520958,0.021452121
0.205996707,0.470724791,0.022793014
0.206059575,0.871273518,0.024126643
0.20610936,1.259390235,0.025435336
0.206141979,1.633514166,0.026725052
0.207505047,-6.154542923,0.002213027
0.207511827,-6.04858923,0.002557041
0.20752278,-5.904657841,0.003023195
0.20753862,-5.726583958,0.003593875
0.207558706,-5.518253326,0.004257258
0.207582638,-5.282087326,0.004996273
0.207617745,-5.022229195,0.005801356
0.207656056,-4.740383148,0.006659185
0.207699046,-4.441761017,0.007566486
0.207744256,-4.129028797,0.008516899
0.207794785,-3.804098129,0.009505104
0.20784831,-3.467308998,0.010524953
0.207909226,-3.119553089,0.011571219
0.207973719,-2.761236191,0.012650429
0.208045423,-2.392634153,0.013763204
0.208124414,-2.015239239,0.014910162
0.208208159,-1.631572008,0.016088136
0.208290279,-1.242040992,0.017300846
0.208349228,-0.843328416,0.018551067
0.20840919,-0.437806189,0.019824797
0.208464369,-0.030459039,0.021112382
0.208506793,0.374045759,0.022410884
0.208542541,0.770920873,0.023706967
0.208566502,1.15797317,0.024987519
0.208574235,1.535397291,0.026252402
0.21044609,-6.115769863,0.00240556
0.210446835,-6.011093616,0.002743437
0.210449517,-5.869228363,0.003199956
0.210455045,-5.694210529,0.003757377
0.210463002,-5.489806652,0.00440382
0.210473135,-5.258577824,0.005123648
0.210491881,-5.004387856,0.005907445
0.210512534,-4.728901863,0.006742778
0.210536644,-4.436821938,0.007625789
0.210562125,-4.130541801,0.008549965
0.210591719,-3.812188864,0.009511211
0.210623458,-3.482133865,0.010502772
0.210661113,-3.141278267,0.011520131
0.210701495,-2.790184736,0.012568241
0.210747808,-2.429247141,0.013647768
0.210799918,-2.059704304,0.014758697
0.210855752,-1.683726549,0.015898101
0.210910022,-1.301735759,0.017069718
0.210942298,-0.911789179,0.018279301
0.210974365,-0.515148818,0.019512471
0.211001337,-0.115842544,0.020759059
0.211016804,0.282426536,0.022017172
0.211026058,0.67546773,0.023277447
0.211024955,1.061288714,0.024530359
0.211008787,1.440536261,0.025775824
0.213384628,-6.079314232,0.002607281
0.213379875,-5.975885391,0.002938887
0.213374957,-5.836036682,0.003385596
0.213370964,-5.664005756,0.003929575
0.213367701,-5.463440895,0.004558892
0.213365018,-5.237044811,0.005259363
0.213368461,-4.988377571,0.00602165
0.213372692,-4.719185829,0.006834557
0.213379174,-4.433553219,0.007693231
0.213386223,-4.133647442,0.00859107
0.213396072,-3.821639299,0.009524583
0.213407278,-3.498080254,0.010487282
0.213422924,-3.164081573,0.011475409
0.213440493,-2.820056915,0.012491899
0.213462532,-2.466580153,0.013537218
0.213489071,-2.104721308,0.014611186
0.213518292,-1.736225963,0.015711157
0.213545859,-1.361462235,0.016840246
0.213552654,-0.979698002,0.018005924
0.213558748,-0.591714442,0.019196713
0.213560119,-0.200251684,0.020402275
0.213551402,0.191963866,0.021619065
0.213537112,0.58120203,0.022842377
0.213513777,0.965978384,0.024066431
0.213476539,1.347156048,0.025291333
0.216314733,-6.044804096,0.002817911
0.21630466,-5.942624569,0.003143226
0.216292381,-5.804793835,0.003580134
0.216279134,-5.635739326,0.004110715
0.216264948,-5.439006805,0.004723021
0.216249764,-5.217405319,0.005404212
0.216238275,-4.97418642,0.006145023
0.216226414,-4.711238384,0.006935651
0.216215685,-4.432026863,0.007770233
0.216204673,-4.138548851,0.008642189
0.216195241,-3.832853317,0.009548103
0.216186345,-3.51579833,0.010482292
0.216180474,-3.188696384,0.011441417
0.216175616,-2.851825237,0.012426665
0.216173902,-2.505832434,0.013438165
0.216175333,-2.151736259,0.014475699
0.216178373,-1.790928125,0.015537246
0.216179729,-1.423617959,0.016624734
0.21616146,-1.049865842,0.017746348
0.216141969,-0.670363009,0.018894013
0.216118112,-0.287067682,0.020059677
0.216085687,0.098619819,0.021237917
0.216048241,0.483865261,0.022425337
0.21600309,0.867426336,0.023620764
0.215945199,1.25031805,0.02482559
0.2192325,-6.011878967,0.003037232
0.219217658,-5.910960674,0.003356224
0.219198763,-5.775160789,0.00378333
0.219177127,-5.60908699,0.004300543
0.219153047,-5.416194916,0.00489594
0.219126508,-5.199361324,0.005557892
0.219101295,-4.961546898,0.006277272
0.219074681,-4.704807281,0.0070457
0.219048098,-4.432017326,0.007856399
0.219020501,-4.145032406,0.008702833
0.218993306,-3.845668793,0.00958131
0.218965873,-3.535189867,0.010487264
0.218940109,-3.21501112,0.011417417
0.218914524,-2.88536191,0.012371548
0.218890727,-2.546938181,0.013349512
0.218868718,-2.200706959,0.014351037
0.218847319,-1.847780466,0.015374683
0.218824238,-1.488201261,0.016421424
0.218782648,-1.122494578,0.017498987
0.218739271,-0.751309097,0.018603086
0.21869196,-0.376088768,0.019727986
0.218637645,0.002631497,0.020868637
0.218578935,0.383440733,0.022021709
0.218513772,0.765641391,0.023188608
0.218437105,1.150210619,0.024372522
0.222149596,-5.980015755,0.003266278
0.222130403,-5.88037014,0.003578904
0.222105414,-5.746616364,0.003996186
0.222076073,-5.583530903,0.00450003
0.222042754,-5.394494057,0.005078587
0.222005636,-5.182404518,0.00572128
0.221967533,-4.949973106,0.006419262
0.221927062,-4.699403286,0.007165485
0.221885547,-4.433046341,0.007952475
0.221842334,-4.152611256,0.008773669
0.22179842,-3.859636068,0.009624937
0.221753538,-3.555793762,0.010502789
0.221708968,-3.242543697,0.011403908
0.221663743,-2.920169115,0.012327065
0.221618965,-2.589403868,0.013271767
0.221574649,-2.251162052,0.014237767
0.221529946,-1.906226993,0.015223894
0.221483558,-1.554698467,0.016230904
0.221419826,-1.197161317,0.017264742
0.22135371,-0.834304988,0.018325118
0.221284032,-0.467088938,0.019409068
0.22120899,-0.095439106,0.020512424
0.221130222,0.280564815,0.021632135
0.221046403,0.66095984,0.022771794
0.220952362,1.047005892,0.023934785
0.225057021,-5.948739529,0.00350392
0.225033686,-5.850350857,0.003810116
0.225002855,-5.718656063,0.004217722
0.224966034,-5.558588028,0.00470854
0.22492379,-5.37349081,0.005270983
0.224876404,-5.166108131,0.005894695
0.224825814,-4.938950062,0.006571233
0.224771842,-4.694134712,0.007293763
0.224715903,-4.433881283,0.008055909
0.224657506,-4.159914017,0.008851939
0.224597275,-3.873468637,0.009677177
0.224535421,-3.576273203,0.010527473
0.224472538,-3.269829035,0.011399466
0.224408194,-2.954734325,0.012292181
0.224342912,-2.631662369,0.013204347
0.224276751,-2.301421881,0.014135479
0.224209189,-1.96455431,0.015085111
0.224140003,-1.621345282,0.016054191
0.224054709,-1.271996617,0.017044926
0.22396633,-0.917152226,0.01806061
0.223874718,-0.557490945,0.01910194
0.223779425,-0.192707196,0.020167494
0.223681152,0.178486228,0.021254255
0.223579228,0.557238281,0.022365721
0.223468512,0.944415808,0.023508888
0.227962673,-5.919439316,0.003748809
0.227936029,-5.823520184,0.004044774
0.227900475,-5.695193291,0.004438795
0.227857634,-5.539372921,0.004913026
0.227808207,-5.359362125,0.005456275
0.227752566,-5.157684803,0.006058416
0.227692172,-4.936644554,0.006711314
0.227627665,-4.698253155,0.007408042
0.227560148,-4.444671631,0.008143023
0.227489501,-4.177764416,0.008912101
0.227416128,-3.898515701,0.009710087
0.227340534,-3.608584881,0.010531927
0.227263018,-3.309408188,0.01137356
0.227183476,-3.001938105,0.012235029
0.227102131,-2.686778069,0.013114598
0.227019042,-2.364599943,0.014011248
0.226933882,-2.035872459,0.014925048
0.226847112,-1.700951576,0.015857095
0.226745501,-1.359655619,0.016806539
0.226640448,-1.012485862,0.017777937
0.226532266,-0.660012305,0.018774383
0.226421297,-0.301900208,0.019796863
0.226307675,0.063488364,0.020844642
0.226191029,0.438215226,0.021919327
0.226066306,0.823244274,0.023029026
0.230867416,-5.891871929,0.004004366
0.230836749,-5.7998209,0.004285714
0.230795518,-5.676341057,0.004661623
0.230745524,-5.52612257,0.005115127
0.230687737,-5.352412224,0.005635557
0.230622739,-5.157484531,0.006213276
0.230551898,-4.943421364,0.00684032
0.230476096,-4.71218586,0.007509765
0.230396032,-4.465867996,0.008215792
0.23031193,-4.206523418,0.008956285
0.230224267,-3.934982061,0.009725815
0.230133817,-3.652783871,0.010518667
0.230040893,-3.361245871,0.011329616
0.229945466,-3.061520576,0.012159506
0.229847923,-2.754230976,0.013007171
0.229748309,-2.439905643,0.013870852
0.229646206,-2.119031429,0.014750303
0.22954236,-1.791907787,0.015646683
0.229424939,-1.45830977,0.016559431
0.229303911,-1.118385792,0.017490266
0.229179561,-0.77284205,0.0184431
0.229052231,-0.421556294,0.019421155
0.228921786,-0.063274771,0.020426326
0.228787646,0.304182112,0.021459077
0.228645027,0.682875991,0.022522947
0.233770177,-5.864603996,0.004277226
0.233736202,-5.776407719,0.004544057
0.233690187,-5.657754898,0.004901955
0.233634159,-5.513112545,0.005334795
0.233569354,-5.345673561,0.005832451
0.233496368,-5.157487392,0.006385891
0.233416617,-4.950404167,0.006987222
0.233331159,-4.726372242,0.007629712
0.233240291,-4.487325668,0.008306803
0.233144581,-4.235490322,0.009018294
0.233044565,-3.97166276,0.009759293
0.232941136,-3.697255611,0.010523307
0.232834771,-3.413487911,0.011304124
0.232725576,-3.121518135,0.012102102
0.232613891,-2.822169065,0.012917849
0.232499853,-2.515823364,0.013748822
0.232383028,-2.202925205,0.014594083
0.232264325,-1.883695722,0.015454753
0.232133269,-1.558129668,0.016332004
0.231998578,-1.225898623,0.017224012
0.231860459,-0.887527347,0.018133441
0.231719196,-0.543352187,0.019067425
0.231574312,-0.192312658,0.02002955
0.231425136,0.167767569,0.021019818
0.231267184,0.539720476,0.022038763
0.236670986,-5.837517262,0.004570024
0.23663421,-5.753151894,0.00482245
0.236584157,-5.639296055,0.00516245
0.236522987,-5.500191689,0.00557471
0.236452118,-5.338976383,0.006049638
0.236372277,-5.157501698,0.006578935
0.236284837,-4.957381725,0.007154719
0.236191064,-4.740563869,0.007770541
0.23609075,-4.508803844,0.008418947
0.235984921,-4.264388561,0.009100964
0.235874072,-4.008244038,0.00981331
0.235759273,-3.741634369,0.010548524
0.235641032,-3.465747118,0.011299861
0.235519722,-3.181533813,0.012065826
0.235395655,-2.890139103,0.012849517
0.23526898,-2.591844797,0.013647977
0.235139102,-2.287037611,0.014459467
0.235007346,-1.975840569,0.015284939
0.234864518,-1.658363104,0.016126491
0.234718025,-1.334203601,0.016981533
0.234568059,-1.003378749,0.017849168
0.234414876,-0.666504562,0.018739233
0.234257564,-0.322530508,0.019656254
0.23409535,0.030153351,0.020603286
0.233924225,0.394578248,0.021581097
0.239575237,-5.809947014,0.004884223
0.239535958,-5.729232788,0.005121471
0.239482194,-5.619912624,0.00544238
0.239416316,-5.486032486,0.005832586
0.239339963,-5.330601215,0.00628261
0.239253879,-5.15541172,0.006785602
0.23915942,-4.961833477,0.007333628
0.239057943,-4.751900673,0.007920993
0.238948822,-4.527283669,0.008540061
0.238833576,-4.290007114,0.009191236
0.238712654,-4.041208744,0.009873096
0.23858726,-3.782075882,0.010577693
0.238457918,-3.513958454,0.011298775
0.238325104,-3.237517357,0.012033032
0.23818931,-2.953997374,0.012784265
0.238050655,-2.663663149,0.01354973
0.237908497,-2.366944551,0.014327422
0.237764284,-2.063836098,0.015118063
0.2376104,-1.754422307,0.015923845
0.237452686,-1.438592315,0.016743403
0.237291262,-1.116014719,0.017573651
0.237126634,-0.786844432,0.018422129
0.236957565,-0.450350076,0.01929641
0.236783087,-0.105220728,0.020200858
0.23659952,0.251580119,0.021137785
0.2424784,-5.782086372,0.005223516
0.242437363,-5.704983234,0.005445451
0.242380977,-5.600123882,0.005746894
0.242311656,-5.471392632,0.006114611
0.242231324,-5.321627617,0.006538969
0.242140666,-5.152581692,0.007014702
0.242041007,-4.965415001,0.007533976
0.241933808,-4.762197018,0.008091614
0.241817981,-4.544671059,0.008680669
0.241695493,-4.314457417,0.009300151
0.241566762,-4.072865486,0.009950177
0.241433114,-3.821054459,0.010622622
0.241295069,-3.560532331,0.011311706
0.241153315,-3.291904449,0.012013814
0.241008401,-3.016195774,0.012731503
0.240860388,-2.733838797,0.013463299
0.240708619,-2.445134163,0.014205782
0.240554795,-2.150110006,0.014960628
0.240392715,-1.848718286,0.015729444
0.240226746,-1.541142225,0.01651198
0.240057141,-1.227041721,0.017305139
0.239884347,-0.905917108,0.018113296
0.239706829,-0.577356875,0.018946461
0.239523381,-0.23985602,0.019807335
0.239330754,0.109521091,0.020700706
0.245380953,-5.753982067,0.005591534
0.245338172,-5.680476189,0.005798433
0.245279223,-5.580047131,0.006080649
0.24520658,-5.456439495,0.006426193
0.245122373,-5.312329292,0.006825294
0.245027289,-5.149363995,0.007273918
0.244922593,-4.968589783,0.007764845
0.244809881,-4.771990299,0.008292729
0.244687557,-4.561478138,0.008851888
0.244558021,-4.338288784,0.009439967
0.244421765,-4.10382843,0.010058207
0.244280145,-3.859281778,0.010698649
0.244133696,-3.606213093,0.011355444
0.243983239,-3.345331669,0.012025473
0.243829504,-3.077359676,0.012709721
0.243672401,-2.802987814,0.013408364
0.243511394,-2.522240162,0.014115871
0.243348211,-2.235270977,0.014835258
0.243178234,-1.94189322,0.015567577
0.243004352,-1.642518878,0.016313352
0.242826834,-1.336748004,0.017069107
0.242646217,-1.023834229,0.017838625
0.242460549,-0.703129828,0.018630603
0.242268473,-0.373421252,0.019449389
0.242067158,-0.031603687,0.020300373
0.247327045,-5.735138416,0.005855235
0.247283563,-5.664055824,0.006052205
0.247223496,-5.566608429,0.006321656
0.247149393,-5.446451664,0.006652475
0.247063488,-5.306168079,0.00703486
0.246966437,-5.147289753,0.007465323
0.246859506,-4.970844746,0.007937434
0.246744379,-4.778695107,0.008445323
0.246618986,-4.572897911,0.008984366
0.246486202,-4.354467869,0.009551468
0.246346354,-4.124809742,0.010148244
0.246200934,-3.885179043,0.010767203
0.246050507,-3.637126923,0.011402139
0.245895877,-3.381454229,0.012050377
0.245737895,-3.1187222,0.012712127
0.245576456,-2.849721432,0.013388213
0.245410964,-2.574430704,0.014072606
0.245243311,-2.292922258,0.014768071
0.245069891,-2.004997015,0.015475857
0.244892567,-1.711160183,0.016196653
0.244711637,-1.411046267,0.016927263
0.244527712,-1.10374856,0.017670982
0.244338602,-0.78839606,0.018435175
0.244142815,-0.464127421,0.019226415
0.24393785,-0.127462015,0.020048672
0.248714656,-5.721472263,0.006052736
0.248670727,-5.652114391,0.006242704
0.24860999,-5.556789398,0.006503127
0.248534933,-5.439089298,0.00682352
0.248447955,-5.301537514,0.00719411
0.248349711,-5.145561695,0.007611648
0.24824138,-4.972204208,0.008070451
0.248124734,-4.783218861,0.008564108
0.247997418,-4.580765247,0.009088779
0.247862518,-4.365730762,0.009641008
0.24772042,-4.139482021,0.010222435
0.247572601,-3.903354883,0.010826111
0.247419596,-3.658870935,0.011445438
0.247262299,-3.406887531,0.012078024
0.247101605,-3.147891283,0.012723764
0.246937379,-2.882692337,0.013383627
0.246768996,-2.611341715,0.014051914
0.246598497,-2.333711386,0.014730223
0.246422946,-2.049680471,0.015420576
0.246243522,-1.759771109,0.016123448
0.24606052,-1.463719368,0.016836366
0.245874524,-1.160411954,0.017561613
0.245683357,-0.848920107,0.018306306
0.245485306,-0.528501868,0.019077661
0.24527812,-0.195527062,0.019879483
0.249704346,-5.711634159,0.006198525
0.24966009,-5.643502235,0.006383531
0.249598816,-5.549687386,0.006637557
0.249523163,-5.43373394,0.006950554
0.249435425,-5.298128128,0.0073128
0.249336377,-5.14421463,0.007721141
0.249227077,-4.973054886,0.00817051
0.249109402,-4.78632021,0.008654047
0.248980761,-4.586236477,0.009168453
0.248844415,-4.37361908,0.009710119
0.248700783,-4.149790764,0.010280592
0.248551324,-3.916156054,0.010873392
0.248396531,-3.674207211,0.011481597
0.248237386,-3.424837589,0.012102971
0.248074844,-3.16849947,0.012737318
0.247908741,-2.905995369,0.013385572
0.247738317,-2.637473345,0.014042573
0.247565895,-2.362589121,0.014708585
0.247388899,-2.081332922,0.015386553
0.247208074,-1.794213176,0.016076641
0.247023627,-1.501064062,0.016777072
0.24683629,-1.200584292,0.0174891
0.246643692,-0.891861022,0.018220071
0.246444106,-0.574151754,0.018977018
0.246235415,-0.243835241,0.019764505
0.250410408,-5.704768181,0.006304565
0.250365943,-5.637507439,0.006486046
0.250304341,-5.544766426,0.006735535
0.250228226,-5.430054665,0.007043282
0.250139982,-5.295834064,0.00739962
0.250040323,-5.143385887,0.007801417
0.249930322,-4.973790169,0.008244095
0.249811947,-4.788656235,0.008720443
0.249682397,-4.590251923,0.009227525
0.249545038,-4.379354,0.009761686
0.249400333,-4.157243252,0.010324353
0.249249697,-3.925379753,0.010909416
0.249093667,-3.685232401,0.011509705
0.248933271,-3.437716007,0.012123069
0.248769417,-3.18326664,0.012749308
0.248601973,-2.922673702,0.013389281
0.248430163,-2.65617013,0.014038313
0.24825637,-2.383234262,0.014695553
0.248078391,-2.103951931,0.015364726
0.247896567,-1.818815827,0.016045727
0.247711152,-1.527732015,0.016737303
0.247522861,-1.229258537,0.017439907
0.247329265,-0.922509551,0.01816117
0.247128636,-0.606715858,0.018907789
0.246918917,-0.278311759,0.019685246
0.250914067,-5.699688911,0.006381985
0.250869423,-5.633048534,0.006560952
0.250807583,-5.541073322,0.006807213
0.25073117,-5.427247047,0.007111219
0.250642538,-5.294016361,0.007463352
0.250542521,-5.142612457,0.007860484
0.250432074,-4.974132538,0.008298391
0.250313163,-4.790140152,0.008769613
0.250182986,-4.592933178,0.009271458
0.250044912,-4.383261204,0.009800268
0.249899462,-4.162376881,0.010357359
0.249748036,-3.931776524,0.010936897
0.249591187,-3.69291544,0.011531535
0.249429896,-3.446719408,0.012139164
0.249265134,-3.193618536,0.012759613
0.249096766,-2.934388638,0.013393666
0.248923987,-2.669327021,0.014037021
0.248749241,-2.397782803,0.014688001
0.248570576,-2.119911432,0.015350906
0.248388097,-1.836192608,0.016025428
0.248201996,-1.546582818,0.016710682
0.248013079,-1.249542475,0.017406568
0.247818783,-0.944206297,0.01812092
0.247617453,-0.629781187,0.018860159
0.247407034,-0.302757353,0.019630559
0.251273423,-5.696071625,0.006437868
0.25122872,-5.629872322,0.006615043
0.251166672,-5.538443089,0.006859006
0.25109005,-5.425247669,0.007160349
0.251001149,-5.292721748,0.007509492
0.250900835,-5.142062664,0.007903299
0.25079006,-4.974377155,0.008337812
0.25067082,-4.791199207,0.008805383
0.250540197,-4.594843864,0.009303489
0.250401646,-4.386045456,0.009828487
0.250255674,-4.166034222,0.010381602
0.250103682,-3.936334848,0.0109572
0.249946222,-3.698389053,0.011547809
0.249784335,-3.453132629,0.012151345
0.249618933,-3.200991392,0.012767663
0.249449924,-2.942732573,0.013397491
0.249276444,-2.678698063,0.014036801
0.249101043,-2.408145905,0.014683326
0.248921901,-2.131280661,0.015341768
0.248738959,-1.848571897,0.016011674
0.248552367,-1.560011625,0.016692419
0.248363003,-1.263993263,0.017383525
0.248168275,-0.959664226,0.018092956
0.247966409,-0.646215796,0.018826945
0.247755498,-0.320181102,0.019592358
0.251529902,-5.693527699,0.006477981
0.25148508,-5.627643585,0.006653877
0.251422971,-5.536603451,0.006896206
0.251346141,-5.423857689,0.007195652
0.251257092,-5.291834831,0.007542667
0.251156569,-5.14170599,0.007934105
0.251045555,-4.974586964,0.0083662
0.250926077,-4.79198885,0.008831173
0.250795126,-4.59623909,0.00932661
0.250656217,-4.388063908,0.009848892
0.250509888,-4.168674946,0.010399171
0.250357479,-3.939615965,0.010971962
0.250199616,-3.702323198,0.0115597
0.250037283,-3.4577353,0.012160312
0.249871448,-3.206278086,0.012773685
0.249701962,-2.948710442,0.0134005
0.249527991,-2.685407639,0.014036926
0.249352127,-2.415563107,0.014680279
0.249172658,-2.139414787,0.015335544
0.248989344,-1.857425928,0.016002161
0.248802453,-1.569612265,0.016679689
0.248612761,-1.274322867,0.017367397
0.248417705,-0.97071141,0.01807332
0.248215482,-0.65795958,0.018803574
0.248004243,-0.332631588,0.01956545
0.251712918,-5.69173336,0.006506728
0.251668066,-5.626071453,0.006681712
0.251605839,-5.535309315,0.006922876
0.251528889,-5.422883987,0.00722097
0.25143972,-5.291219711,0.007566471
0.251339048,-5.141469002,0.007956219
0.251227885,-4.974753857,0.008386592
0.251108229,-4.792569637,0.008849713
0.250977069,-4.597251892,0.009343245
0.250837922,-4.389520645,0.009863592
0.250691295,-4.170574665,0.010411848
0.250538647,-3.941972733,0.010982635
0.250380456,-3.705145359,0.011568327
0.250217795,-3.46103406,0.012166855
0.250051647,-3.210063934,0.012778126
0.249881834,-2.952988863,0.013402791
0.249707535,-2.690206528,0.014037159
0.249531314,-2.420866966,0.014678255
0.249351606,-2.145230293,0.015331254
0.249168083,-1.863754392,0.015995527
0.248980924,-1.57647264,0.01667076
0.248791024,-1.281703472,0.017356047
0.2485957,-0.978603244,0.018059472
0.248393267,-0.666348696,0.018787066
0.24818176,-0.341525048,0.019546425
0.251843572,-5.690462112,0.006527308
0.25179866,-5.624959946,0.00670164
0.251736373,-5.534395695,0.006941973
0.251659364,-5.422199249,0.007239104
0.251570076,-5.290790558,0.007583525
0.251469314,-5.141309261,0.007972069
0.251358032,-4.974882126,0.008401214
0.251238257,-4.792993069,0.008863014
0.251106888,-4.597982407,0.009355188
0.250967592,-4.390568256,0.009874154
0.250820786,-4.171937466,0.010420967
0.2506679,-3.943661928,0.010990325
0.25050953,-3.707166195,0.011574557
0.250346631,-3.463394642,0.012171597
0.250180244,-3.212771893,0.012781369
0.250010222,-2.956048012,0.013404499
0.24983567,-2.693637609,0.014037399
0.24965924,-2.42465806,0.014676888
0.249479339,-2.149385929,0.015328272
0.249295652,-1.868276119,0.015990874
0.249108344,-1.581373215,0.016664466
0.24891825,-1.286975265,0.017348032
0.248722777,-0.984239459,0.018049672
0.248520136,-0.672339797,0.01877537
0.24830848,-0.347875983,0.019532938
0.251936793,-5.689559937,0.006542027
0.251891822,-5.624171734,0.006715894
0.251829535,-5.533748627,0.006955635
0.251752466,-5.421714306,0.007252079
0.251663089,-5.29048872,0.00759573
0.251562268,-5.141199589,0.007983415
0.251450896,-4.974978447,0.008411684
0.251331002,-4.793299675,0.008872543
0.251199573,-4.598508835,0.009363747
0.251060158,-4.391319752,0.009881727
0.250913203,-4.172914982,0.010427511
0.250760168,-3.944871902,0.010995851
0.250601649,-3.708612204,0.01157904
0.250438601,-3.465083122,0.01217502
0.250272065,-3.21470809,0.012783721
0.250101864,-2.95823431,0.013405756
0.249927118,-2.696088552,0.014037607
0.24975051,-2.427366495,0.01467595
0.249570504,-2.152354479,0.015326184
0.249386698,-1.871505499,0.015987592
0.249199256,-1.584872842,0.016660016
0.249009043,-1.290739894,0.017342353
0.248813465,-0.988264024,0.018042723
0.24861072,-0.676617563,0.018767068
0.24839893,-0.352410436,0.019523358
0.252003312,-5.688919067,0.006552549
0.25195837,-5.623610973,0.006726084
0.251896024,-5.533288956,0.006965402
0.251818895,-5.42137146,0.007261356
0.251729518,-5.290275097,0.007604458
0.251628667,-5.141123295,0.00799153
0.251517177,-4.975048542,0.008419175
0.251397252,-4.793520451,0.008879363
0.251265705,-4.59888649,0.009369873
0.25112617,-4.391858578,0.009887151
0.250979155,-4.173614502,0.010432201
0.250826031,-3.945736647,0.010999813
0.250667363,-3.70964694,0.01158226
0.250504225,-3.46628952,0.012177481
0.250337541,-3.216091394,0.012785419
0.250167251,-2.959796429,0.013406673
0.2499924,-2.697839022,0.014037775
0.249815658,-2.429300547,0.014675301
0.249635577,-2.154474258,0.015324714
0.249451667,-1.873811841,0.015985271
0.249264136,-1.587371707,0.016656859
0.249073878,-1.293427825,0.017338324
0.248878196,-0.991137266,0.018037783
0.248675331,-0.679671586,0.018761167
0.248463452,-0.355647624,0.019516544
0.252050817,-5.688461781,0.006560067
0.252005845,-5.623212814,0.006733364
0.251943439,-5.532962322,0.006972381
0.251866341,-5.421127319,0.007267985
0.251776904,-5.290124893,0.007610696
0.251675993,-5.141070366,0.007997331
0.251564473,-4.975100994,0.00842453
0.251444489,-4.793679714,0.008884239
0.251312912,-4.599156857,0.009374255
0.251173317,-4.392243862,0.009891032
0.251026243,-4.174114227,0.010435557
0.250873029,-3.946355343,0.01100265
0.250714272,-3.710385323,0.011584567
0.250551045,-3.46715188,0.012179248
0.250384331,-3.217079401,0.01278664
0.250213951,-2.960911989,0.013407337
0.250038981,-2.699089289,0.014037905
0.249862179,-2.430681944,0.014674849
0.249682009,-2.15598774,0.015323675
0.249498039,-1.87545836,0.015983626
0.249310479,-1.589155555,0.016654618
0.249120131,-1.295346737,0.017335458
0.248924389,-0.99318856,0.01803427
0.248721465,-0.681851804,0.018756965
0.248509541,-0.357958555,0.019511694
0.252084702,-5.688137054,0.006565436
0.252039701,-5.622929096,0.006738564
0.251977324,-5.532729626,0.006977367
