[Name],,
BLD GEO HIGH,,
,,
[Data],,
Radius [ m ], theta [ degree ], X [ m ]
1.79E-01,-5.67E+00,2.12E-03
1.78E-01,-5.98E+00,1.53E-03
1.78E-01,-6.25E+00,1.03E-03
1.78E-01,-6.46E+00,6.39E-04
1.79E-01,-4.05E+00,5.35E-03
1.79E-01,-4.50E+00,4.43E-03
1.79E-01,-4.92E+00,3.59E-03
1.79E-01,-5.31E+00,2.82E-03
1.79E-01,-5.66E+00,2.13E-03
1.79E-01,-5.98E+00,1.54E-03
1.78E-01,-6.25E+00,1.04E-03
1.78E-01,-6.46E+00,6.46E-04
1.80E-01,-4.05E+00,5.36E-03
1.79E-01,-4.49E+00,4.45E-03
1.79E-01,-4.91E+00,3.60E-03
1.79E-01,-5.30E+00,2.83E-03
1.79E-01,-5.66E+00,2.14E-03
1.79E-01,-5.98E+00,1.55E-03
1.79E-01,-6.24E+00,1.05E-03
1.79E-01,-6.45E+00,6.54E-04
1.80E-01,-4.04E+00,5.38E-03
1.80E-01,-4.49E+00,4.47E-03
1.79E-01,-4.90E+00,3.62E-03
1.79E-01,-5.30E+00,2.85E-03
1.79E-01,-5.65E+00,2.16E-03
1.79E-01,-5.97E+00,1.56E-03
1.79E-01,-6.23E+00,1.06E-03
1.79E-01,-6.45E+00,6.66E-04
1.80E-01,-4.03E+00,5.41E-03
1.80E-01,-4.48E+00,4.49E-03
1.80E-01,-4.90E+00,3.64E-03
1.80E-01,-5.29E+00,2.87E-03
1.79E-01,-5.64E+00,2.18E-03
1.79E-01,-5.96E+00,1.58E-03
1.79E-01,-6.22E+00,1.08E-03
1.79E-01,-6.44E+00,6.82E-04
1.81E-01,-4.02E+00,5.44E-03
1.80E-01,-4.46E+00,4.53E-03
1.80E-01,-4.88E+00,3.67E-03
1.80E-01,-5.27E+00,2.90E-03
1.80E-01,-5.63E+00,2.20E-03
1.80E-01,-5.95E+00,1.60E-03
1.80E-01,-6.21E+00,1.10E-03
1.80E-01,-6.42E+00,7.05E-04
1.81E-01,-4.00E+00,5.50E-03
1.81E-01,-4.45E+00,4.57E-03
1.81E-01,-4.86E+00,3.72E-03
1.81E-01,-5.26E+00,2.94E-03
1.81E-01,-5.61E+00,2.24E-03
1.80E-01,-5.93E+00,1.64E-03
1.80E-01,-6.19E+00,1.14E-03
1.80E-01,-6.41E+00,7.37E-04
1.82E-01,-3.98E+00,5.57E-03
1.82E-01,-4.42E+00,4.64E-03
1.82E-01,-4.84E+00,3.78E-03
1.82E-01,-5.23E+00,3.00E-03
1.81E-01,-5.59E+00,2.30E-03
1.81E-01,-5.90E+00,1.69E-03
1.81E-01,-6.17E+00,1.18E-03
1.81E-01,-6.38E+00,7.83E-04
1.83E-01,-3.95E+00,5.67E-03
1.83E-01,-4.39E+00,4.74E-03
1.83E-01,-4.81E+00,3.87E-03
1.83E-01,-5.20E+00,3.08E-03
1.83E-01,-5.55E+00,2.38E-03
1.83E-01,-5.87E+00,1.77E-03
1.82E-01,-6.13E+00,1.25E-03
1.82E-01,-6.35E+00,8.47E-04
1.85E-01,-3.90E+00,5.82E-03
1.85E-01,-4.35E+00,4.87E-03
1.85E-01,-4.76E+00,4.00E-03
1.85E-01,-5.15E+00,3.20E-03
1.84E-01,-5.51E+00,2.49E-03
1.84E-01,-5.82E+00,1.87E-03
1.84E-01,-6.09E+00,1.35E-03
1.84E-01,-6.30E+00,9.38E-04
1.87E-01,-3.85E+00,6.02E-03
1.87E-01,-4.29E+00,5.06E-03
1.87E-01,-4.71E+00,4.17E-03
1.87E-01,-5.09E+00,3.37E-03
1.87E-01,-5.45E+00,2.65E-03
1.87E-01,-5.76E+00,2.02E-03
1.87E-01,-6.03E+00,1.49E-03
1.86E-01,-6.24E+00,1.07E-03
1.90E-01,-3.78E+00,6.28E-03
1.90E-01,-4.22E+00,5.31E-03
1.90E-01,-4.64E+00,4.41E-03
1.90E-01,-5.02E+00,3.59E-03
1.90E-01,-5.38E+00,2.86E-03
1.90E-01,-5.69E+00,2.22E-03
1.90E-01,-5.95E+00,1.68E-03
1.90E-01,-6.17E+00,1.24E-03
1.93E-01,-3.71E+00,6.55E-03
1.93E-01,-4.16E+00,5.56E-03
1.93E-01,-4.57E+00,4.65E-03
1.93E-01,-4.96E+00,3.82E-03
1.93E-01,-5.31E+00,3.08E-03
1.93E-01,-5.62E+00,2.43E-03
1.93E-01,-5.89E+00,1.88E-03
1.93E-01,-6.10E+00,1.43E-03
1.96E-01,-3.65E+00,6.83E-03
1.96E-01,-4.09E+00,5.82E-03
1.96E-01,-4.51E+00,4.90E-03
1.96E-01,-4.89E+00,4.05E-03
1.96E-01,-5.24E+00,3.30E-03
1.96E-01,-5.55E+00,2.64E-03
1.96E-01,-5.82E+00,2.08E-03
1.96E-01,-6.04E+00,1.62E-03
1.99E-01,-3.58E+00,7.11E-03
1.99E-01,-4.03E+00,6.09E-03
1.99E-01,-4.44E+00,5.15E-03
1.99E-01,-4.83E+00,4.30E-03
1.99E-01,-5.18E+00,3.53E-03
1.99E-01,-5.49E+00,2.86E-03
1.99E-01,-5.76E+00,2.29E-03
1.99E-01,-5.98E+00,1.82E-03
2.02E-01,-3.52E+00,7.39E-03
2.02E-01,-3.97E+00,6.36E-03
2.02E-01,-4.39E+00,5.41E-03
2.02E-01,-4.77E+00,4.55E-03
2.02E-01,-5.12E+00,3.77E-03
2.02E-01,-5.43E+00,3.09E-03
2.02E-01,-5.70E+00,2.51E-03
2.02E-01,-5.92E+00,2.03E-03
2.05E-01,-3.47E+00,7.68E-03
2.05E-01,-3.92E+00,6.63E-03
2.05E-01,-4.33E+00,5.68E-03
2.05E-01,-4.72E+00,4.81E-03
2.05E-01,-5.06E+00,4.02E-03
2.05E-01,-5.38E+00,3.33E-03
2.05E-01,-5.65E+00,2.74E-03
2.05E-01,-5.87E+00,2.25E-03
2.08E-01,-3.42E+00,7.97E-03
2.08E-01,-3.87E+00,6.92E-03
2.08E-01,-4.28E+00,5.96E-03
2.08E-01,-4.66E+00,5.07E-03
2.08E-01,-5.01E+00,4.28E-03
2.08E-01,-5.32E+00,3.57E-03
2.08E-01,-5.59E+00,2.97E-03
2.08E-01,-5.82E+00,2.48E-03
2.11E-01,-3.36E+00,8.26E-03
2.11E-01,-3.81E+00,7.19E-03
2.11E-01,-4.23E+00,6.22E-03
2.11E-01,-4.61E+00,5.34E-03
2.10E-01,-4.96E+00,4.53E-03
2.10E-01,-5.27E+00,3.82E-03
2.10E-01,-5.55E+00,3.22E-03
2.10E-01,-5.77E+00,2.71E-03
2.13E-01,-3.31E+00,8.55E-03
2.13E-01,-3.76E+00,7.47E-03
2.13E-01,-4.18E+00,6.50E-03
2.13E-01,-4.56E+00,5.61E-03
2.13E-01,-4.92E+00,4.80E-03
2.13E-01,-5.23E+00,4.08E-03
2.13E-01,-5.50E+00,3.47E-03
2.13E-01,-5.73E+00,2.95E-03
2.16E-01,-3.26E+00,8.84E-03
2.16E-01,-3.71E+00,7.76E-03
2.16E-01,-4.13E+00,6.78E-03
2.16E-01,-4.52E+00,5.88E-03
2.16E-01,-4.87E+00,5.07E-03
2.16E-01,-5.18E+00,4.35E-03
2.16E-01,-5.46E+00,3.72E-03
2.16E-01,-5.68E+00,3.20E-03
2.19E-01,-3.21E+00,9.13E-03
2.19E-01,-3.67E+00,8.05E-03
2.19E-01,-4.09E+00,7.06E-03
2.19E-01,-4.47E+00,6.17E-03
2.19E-01,-4.83E+00,5.35E-03
2.19E-01,-5.14E+00,4.62E-03
2.19E-01,-5.41E+00,3.99E-03
2.19E-01,-5.64E+00,3.46E-03
2.22E-01,-3.16E+00,9.44E-03
2.22E-01,-3.62E+00,8.34E-03
2.22E-01,-4.04E+00,7.36E-03
2.22E-01,-4.43E+00,6.46E-03
2.22E-01,-4.78E+00,5.64E-03
2.22E-01,-5.10E+00,4.90E-03
2.22E-01,-5.37E+00,4.26E-03
2.22E-01,-5.60E+00,3.72E-03
2.25E-01,-3.11E+00,9.73E-03
2.25E-01,-3.57E+00,8.63E-03
2.25E-01,-4.00E+00,7.65E-03
2.25E-01,-4.39E+00,6.74E-03
2.25E-01,-4.74E+00,5.92E-03
2.25E-01,-5.06E+00,5.18E-03
2.25E-01,-5.33E+00,4.54E-03
2.25E-01,-5.56E+00,3.99E-03
2.27E-01,-3.03E+00,1.01E-02
2.27E-01,-3.50E+00,8.98E-03
2.28E-01,-3.93E+00,7.98E-03
2.28E-01,-4.33E+00,7.07E-03
2.28E-01,-4.69E+00,6.23E-03
2.28E-01,-5.01E+00,5.48E-03
2.28E-01,-5.29E+00,4.83E-03
2.28E-01,-5.53E+00,4.27E-03
2.30E-01,-2.92E+00,1.05E-02
2.30E-01,-3.40E+00,9.40E-03
2.30E-01,-3.85E+00,8.38E-03
2.30E-01,-4.25E+00,7.44E-03
2.31E-01,-4.62E+00,6.58E-03
2.31E-01,-4.96E+00,5.81E-03
2.31E-01,-5.24E+00,5.14E-03
2.31E-01,-5.49E+00,4.57E-03
2.33E-01,-2.81E+00,1.10E-02
2.33E-01,-3.31E+00,9.82E-03
2.33E-01,-3.76E+00,8.78E-03
2.33E-01,-4.18E+00,7.82E-03
2.33E-01,-4.56E+00,6.94E-03
2.34E-01,-4.90E+00,6.15E-03
2.34E-01,-5.20E+00,5.46E-03
2.34E-01,-5.45E+00,4.88E-03
2.36E-01,-2.71E+00,1.14E-02
2.36E-01,-3.21E+00,1.03E-02
2.36E-01,-3.68E+00,9.20E-03
2.36E-01,-4.11E+00,8.21E-03
2.36E-01,-4.50E+00,7.31E-03
2.36E-01,-4.85E+00,6.50E-03
2.36E-01,-5.16E+00,5.80E-03
2.37E-01,-5.41E+00,5.21E-03
2.38E-01,-2.60E+00,1.19E-02
2.39E-01,-3.12E+00,1.07E-02
2.39E-01,-3.59E+00,9.62E-03
2.39E-01,-4.04E+00,8.62E-03
2.39E-01,-4.44E+00,7.70E-03
2.39E-01,-4.80E+00,6.87E-03
2.39E-01,-5.11E+00,6.15E-03
2.39E-01,-5.37E+00,5.56E-03
2.41E-01,-2.49E+00,1.23E-02
2.41E-01,-3.02E+00,1.12E-02
2.42E-01,-3.51E+00,1.01E-02
2.42E-01,-3.96E+00,9.04E-03
2.42E-01,-4.38E+00,8.10E-03
2.42E-01,-4.75E+00,7.26E-03
2.42E-01,-5.07E+00,6.53E-03
2.42E-01,-5.33E+00,5.93E-03
2.44E-01,-2.38E+00,1.28E-02
2.44E-01,-2.92E+00,1.16E-02
2.44E-01,-3.42E+00,1.05E-02
2.45E-01,-3.89E+00,9.48E-03
2.45E-01,-4.32E+00,8.53E-03
2.45E-01,-4.70E+00,7.68E-03
2.45E-01,-5.02E+00,6.94E-03
2.45E-01,-5.30E+00,6.32E-03
2.46E-01,-2.31E+00,1.32E-02
2.46E-01,-2.86E+00,1.20E-02
2.46E-01,-3.36E+00,1.08E-02
2.46E-01,-3.84E+00,9.79E-03
2.47E-01,-4.27E+00,8.83E-03
2.47E-01,-4.66E+00,7.97E-03
2.47E-01,-4.99E+00,7.22E-03
2.47E-01,-5.27E+00,6.60E-03
2.47E-01,-2.26E+00,1.34E-02
2.47E-01,-2.81E+00,1.22E-02
2.47E-01,-3.32E+00,1.11E-02
2.48E-01,-3.80E+00,1.00E-02
2.48E-01,-4.24E+00,9.05E-03
2.48E-01,-4.64E+00,8.19E-03
2.48E-01,-4.97E+00,7.44E-03
2.49E-01,-5.25E+00,6.81E-03
2.48E-01,-2.22E+00,1.36E-02
2.48E-01,-2.78E+00,1.24E-02
2.48E-01,-3.29E+00,1.12E-02
2.49E-01,-3.78E+00,1.02E-02
2.49E-01,-4.22E+00,9.21E-03
2.49E-01,-4.62E+00,8.34E-03
2.49E-01,-4.96E+00,7.59E-03
2.50E-01,-5.24E+00,6.97E-03
2.49E-01,-2.20E+00,1.37E-02
2.49E-01,-2.75E+00,1.25E-02
2.49E-01,-3.27E+00,1.14E-02
2.49E-01,-3.76E+00,1.03E-02
2.50E-01,-4.21E+00,9.33E-03
2.50E-01,-4.60E+00,8.46E-03
2.50E-01,-4.95E+00,7.70E-03
2.50E-01,-5.23E+00,7.08E-03
2.49E-01,-2.18E+00,1.38E-02
2.49E-01,-2.73E+00,1.26E-02
2.50E-01,-3.26E+00,1.14E-02
2.50E-01,-3.75E+00,1.04E-02
2.50E-01,-4.20E+00,9.42E-03
2.50E-01,-4.60E+00,8.54E-03
2.51E-01,-4.94E+00,7.79E-03
2.51E-01,-5.22E+00,7.16E-03
2.49E-01,-2.16E+00,1.38E-02
2.50E-01,-2.72E+00,1.26E-02
2.50E-01,-3.25E+00,1.15E-02
2.50E-01,-3.74E+00,1.04E-02
2.50E-01,-4.19E+00,9.48E-03
2.51E-01,-4.59E+00,8.60E-03
2.51E-01,-4.93E+00,7.84E-03
2.51E-01,-5.22E+00,7.22E-03
2.50E-01,-2.15E+00,1.39E-02
2.50E-01,-2.71E+00,1.27E-02
2.50E-01,-3.24E+00,1.16E-02
2.50E-01,-3.73E+00,1.05E-02
2.51E-01,-4.18E+00,9.52E-03
2.51E-01,-4.58E+00,8.64E-03
2.51E-01,-4.93E+00,7.89E-03
2.51E-01,-5.21E+00,7.26E-03
2.50E-01,-2.15E+00,1.39E-02
2.50E-01,-2.71E+00,1.27E-02
2.50E-01,-3.24E+00,1.16E-02
2.51E-01,-3.73E+00,1.05E-02
2.51E-01,-4.18E+00,9.55E-03
2.51E-01,-4.58E+00,8.67E-03
2.51E-01,-4.93E+00,7.92E-03
2.52E-01,-5.21E+00,7.29E-03
2.50E-01,-2.14E+00,1.39E-02
2.50E-01,-2.70E+00,1.27E-02
2.50E-01,-3.23E+00,1.16E-02
2.51E-01,-3.73E+00,1.05E-02
2.51E-01,-4.18E+00,9.57E-03
2.51E-01,-4.58E+00,8.70E-03
2.51E-01,-4.92E+00,7.94E-03
2.52E-01,-5.21E+00,7.31E-03
2.50E-01,-2.14E+00,1.40E-02
2.50E-01,-2.70E+00,1.27E-02
2.51E-01,-3.23E+00,1.16E-02
2.51E-01,-3.72E+00,1.06E-02
2.51E-01,-4.18E+00,9.59E-03
2.51E-01,-4.58E+00,8.71E-03
2.52E-01,-4.92E+00,7.95E-03
2.52E-01,-5.21E+00,7.33E-03
2.50E-01,-2.14E+00,1.40E-02
2.50E-01,-2.70E+00,1.28E-02
2.51E-01,-3.23E+00,1.16E-02
2.51E-01,-3.72E+00,1.06E-02
2.51E-01,-4.17E+00,9.60E-03
2.51E-01,-4.58E+00,8.72E-03
2.52E-01,-4.92E+00,7.97E-03
2.52E-01,-5.21E+00,7.34E-03
2.50E-01,-2.13E+00,1.40E-02
2.50E-01,-2.70E+00,1.28E-02
2.51E-01,-3.23E+00,1.16E-02
2.51E-01,-3.72E+00,1.06E-02
2.51E-01,-4.17E+00,9.61E-03
2.51E-01,-4.57E+00,8.73E-03
2.52E-01,-4.92E+00,7.97E-03
2.52E-01,-5.21E+00,7.35E-03
2.50E-01,-2.13E+00,1.40E-02
2.50E-01,-2.70E+00,1.28E-02
2.51E-01,-3.22E+00,1.16E-02
2.51E-01,-3.72E+00,1.06E-02
2.51E-01,-4.17E+00,9.61E-03
2.52E-01,-4.57E+00,8.74E-03
2.52E-01,-4.92E+00,7.98E-03
2.52E-01,-5.21E+00,7.35E-03
2.50E-01,-2.13E+00,1.40E-02
2.50E-01,-2.69E+00,1.28E-02
2.51E-01,-3.22E+00,1.17E-02
2.51E-01,-3.72E+00,1.06E-02
2.51E-01,-4.17E+00,9.62E-03
2.52E-01,-4.57E+00,8.74E-03
2.52E-01,-4.92E+00,7.98E-03
2.52E-01,-5.21E+00,7.36E-03
1.87E-01,4.38E+00,4.30E-02
1.87E-01,4.42E+00,4.29E-02
1.87E-01,4.42E+00,4.29E-02
1.87E-01,4.38E+00,4.30E-02
1.87E-01,4.38E+00,4.30E-02
1.87E-01,4.42E+00,4.29E-02
1.87E-01,4.39E+00,4.30E-02
1.87E-01,4.43E+00,4.29E-02
1.88E-01,4.39E+00,4.30E-02
1.87E-01,4.43E+00,4.29E-02
1.88E-01,4.39E+00,4.30E-02
1.88E-01,4.43E+00,4.29E-02
1.88E-01,4.40E+00,4.30E-02
1.88E-01,4.44E+00,4.29E-02
1.88E-01,4.41E+00,4.30E-02
1.88E-01,4.45E+00,4.29E-02
1.88E-01,4.42E+00,4.29E-02
1.88E-01,4.46E+00,4.28E-02
1.88E-01,4.43E+00,4.29E-02
1.88E-01,4.48E+00,4.28E-02
1.89E-01,4.45E+00,4.28E-02
1.89E-01,4.50E+00,4.27E-02
1.90E-01,4.48E+00,4.27E-02
1.90E-01,4.53E+00,4.26E-02
1.90E-01,4.52E+00,4.26E-02
1.90E-01,4.56E+00,4.25E-02
1.87E-01,4.44E+00,4.27E-02
1.87E-01,4.44E+00,4.27E-02
1.87E-01,4.42E+00,4.24E-02
1.87E-01,4.42E+00,4.24E-02
1.87E-01,4.40E+00,4.19E-02
1.87E-01,4.40E+00,4.19E-02
1.87E-01,4.37E+00,4.12E-02
1.87E-01,4.36E+00,4.12E-02
1.87E-01,4.33E+00,4.05E-02
1.87E-01,4.32E+00,4.05E-02
1.87E-01,4.44E+00,4.27E-02
1.87E-01,4.42E+00,4.23E-02
1.87E-01,4.40E+00,4.18E-02
1.87E-01,4.37E+00,4.12E-02
1.87E-01,4.33E+00,4.05E-02
1.87E-01,4.44E+00,4.27E-02
1.87E-01,4.43E+00,4.23E-02
1.87E-01,4.40E+00,4.18E-02
1.87E-01,4.37E+00,4.12E-02
1.87E-01,4.33E+00,4.05E-02
1.87E-01,4.45E+00,4.27E-02
1.87E-01,4.43E+00,4.23E-02
1.87E-01,4.40E+00,4.18E-02
1.87E-01,4.37E+00,4.12E-02
1.87E-01,4.33E+00,4.05E-02
1.88E-01,4.45E+00,4.27E-02
1.87E-01,4.43E+00,4.23E-02
1.87E-01,4.41E+00,4.18E-02
1.87E-01,4.38E+00,4.12E-02
1.87E-01,4.34E+00,4.05E-02
1.88E-01,4.46E+00,4.27E-02
1.88E-01,4.44E+00,4.23E-02
1.88E-01,4.41E+00,4.18E-02
1.87E-01,4.38E+00,4.12E-02
1.87E-01,4.34E+00,4.05E-02
1.88E-01,4.46E+00,4.26E-02
1.88E-01,4.45E+00,4.23E-02
1.88E-01,4.42E+00,4.18E-02
1.88E-01,4.39E+00,4.12E-02
1.88E-01,4.35E+00,4.05E-02
1.88E-01,4.48E+00,4.26E-02
1.88E-01,4.46E+00,4.23E-02
1.88E-01,4.43E+00,4.18E-02
1.88E-01,4.40E+00,4.12E-02
1.88E-01,4.36E+00,4.05E-02
1.88E-01,4.49E+00,4.26E-02
1.88E-01,4.48E+00,4.22E-02
1.88E-01,4.45E+00,4.17E-02
1.88E-01,4.42E+00,4.11E-02
1.88E-01,4.37E+00,4.04E-02
1.89E-01,4.51E+00,4.25E-02
1.89E-01,4.50E+00,4.22E-02
1.89E-01,4.47E+00,4.17E-02
1.89E-01,4.44E+00,4.11E-02
1.89E-01,4.39E+00,4.04E-02
1.90E-01,4.54E+00,4.24E-02
1.89E-01,4.53E+00,4.21E-02
1.89E-01,4.50E+00,4.16E-02
1.89E-01,4.46E+00,4.10E-02
1.89E-01,4.42E+00,4.03E-02
1.90E-01,4.59E+00,4.23E-02
1.90E-01,4.57E+00,4.20E-02
1.90E-01,4.54E+00,4.15E-02
1.90E-01,4.50E+00,4.09E-02
1.90E-01,4.45E+00,4.02E-02
1.92E-01,4.62E+00,4.23E-02
1.92E-01,4.64E+00,4.22E-02
1.92E-01,4.62E+00,4.18E-02
1.92E-01,4.59E+00,4.14E-02
1.91E-01,4.55E+00,4.08E-02
1.91E-01,4.50E+00,4.01E-02
1.93E-01,4.68E+00,4.21E-02
1.93E-01,4.71E+00,4.20E-02
1.93E-01,4.70E+00,4.16E-02
1.93E-01,4.66E+00,4.12E-02
1.93E-01,4.62E+00,4.06E-02
1.93E-01,4.56E+00,4.00E-02
1.96E-01,4.76E+00,4.18E-02
1.96E-01,4.79E+00,4.17E-02
1.95E-01,4.78E+00,4.14E-02
1.95E-01,4.75E+00,4.09E-02
1.95E-01,4.70E+00,4.04E-02
1.95E-01,4.64E+00,3.97E-02
1.98E-01,4.83E+00,4.15E-02
1.98E-01,4.87E+00,4.14E-02
1.98E-01,4.87E+00,4.11E-02
1.98E-01,4.83E+00,4.07E-02
1.98E-01,4.77E+00,4.02E-02
1.98E-01,4.71E+00,3.95E-02
2.00E-01,4.93E+00,4.11E-02
2.00E-01,4.94E+00,4.08E-02
2.00E-01,4.90E+00,4.04E-02
2.00E-01,4.85E+00,3.99E-02
2.00E-01,4.78E+00,3.93E-02
2.02E-01,4.99E+00,4.08E-02
2.02E-01,5.01E+00,4.05E-02
2.02E-01,4.97E+00,4.02E-02
2.02E-01,4.92E+00,3.97E-02
2.02E-01,4.85E+00,3.91E-02
2.04E-01,5.04E+00,4.05E-02
2.04E-01,5.07E+00,4.02E-02
2.04E-01,5.03E+00,3.99E-02
2.04E-01,4.98E+00,3.94E-02
2.04E-01,4.91E+00,3.89E-02
2.07E-01,5.08E+00,4.01E-02
2.07E-01,5.13E+00,3.99E-02
2.07E-01,5.09E+00,3.96E-02
2.07E-01,5.04E+00,3.92E-02
2.07E-01,4.97E+00,3.86E-02
2.09E-01,5.13E+00,3.98E-02
2.09E-01,5.18E+00,3.96E-02
2.09E-01,5.15E+00,3.93E-02
2.09E-01,5.09E+00,3.89E-02
2.09E-01,5.02E+00,3.84E-02
2.11E-01,5.17E+00,3.95E-02
2.11E-01,5.22E+00,3.93E-02
2.11E-01,5.19E+00,3.90E-02
2.11E-01,5.14E+00,3.87E-02
2.11E-01,5.07E+00,3.82E-02
2.13E-01,5.25E+00,3.90E-02
2.13E-01,5.23E+00,3.87E-02
2.13E-01,5.19E+00,3.84E-02
2.13E-01,5.12E+00,3.79E-02
2.16E-01,5.28E+00,3.87E-02
2.16E-01,5.27E+00,3.84E-02
2.16E-01,5.23E+00,3.81E-02
2.16E-01,5.16E+00,3.77E-02
2.18E-01,5.30E+00,3.84E-02
2.18E-01,5.31E+00,3.81E-02
2.18E-01,5.26E+00,3.79E-02
2.18E-01,5.20E+00,3.74E-02
2.20E-01,5.33E+00,3.81E-02
2.20E-01,5.34E+00,3.78E-02
2.20E-01,5.30E+00,3.76E-02
2.20E-01,5.23E+00,3.72E-02
2.22E-01,5.35E+00,3.77E-02
2.22E-01,5.36E+00,3.75E-02
2.22E-01,5.33E+00,3.73E-02
2.22E-01,5.27E+00,3.69E-02
2.25E-01,5.37E+00,3.74E-02
2.25E-01,5.38E+00,3.72E-02
2.25E-01,5.35E+00,3.70E-02
2.25E-01,5.29E+00,3.66E-02
2.27E-01,5.39E+00,3.70E-02
2.27E-01,5.40E+00,3.69E-02
2.27E-01,5.37E+00,3.66E-02
2.27E-01,5.31E+00,3.63E-02
2.29E-01,5.40E+00,3.66E-02
2.29E-01,5.42E+00,3.65E-02
2.29E-01,5.39E+00,3.63E-02
2.29E-01,5.32E+00,3.59E-02
2.32E-01,5.42E+00,3.63E-02
2.32E-01,5.43E+00,3.61E-02
2.32E-01,5.40E+00,3.59E-02
2.32E-01,5.34E+00,3.56E-02
2.34E-01,5.43E+00,3.59E-02
2.34E-01,5.44E+00,3.58E-02
2.34E-01,5.41E+00,3.55E-02
2.34E-01,5.35E+00,3.52E-02
2.36E-01,5.44E+00,3.55E-02
2.36E-01,5.46E+00,3.54E-02
2.36E-01,5.42E+00,3.52E-02
2.37E-01,5.36E+00,3.48E-02
2.39E-01,5.45E+00,3.51E-02
2.39E-01,5.47E+00,3.50E-02
2.39E-01,5.43E+00,3.48E-02
2.39E-01,5.37E+00,3.45E-02
2.40E-01,5.45E+00,3.49E-02
2.40E-01,5.47E+00,3.47E-02
2.41E-01,5.44E+00,3.45E-02
2.41E-01,5.38E+00,3.42E-02
2.42E-01,5.46E+00,3.47E-02
2.42E-01,5.48E+00,3.45E-02
2.42E-01,5.44E+00,3.43E-02
2.42E-01,5.38E+00,3.40E-02
2.43E-01,5.46E+00,3.45E-02
2.43E-01,5.48E+00,3.44E-02
2.43E-01,5.45E+00,3.42E-02
2.43E-01,5.39E+00,3.39E-02
2.43E-01,5.46E+00,3.44E-02
2.43E-01,5.48E+00,3.43E-02
2.43E-01,5.45E+00,3.41E-02
2.43E-01,5.39E+00,3.38E-02
2.44E-01,5.47E+00,3.44E-02
2.44E-01,5.48E+00,3.42E-02
2.44E-01,5.45E+00,3.40E-02
2.44E-01,5.39E+00,3.37E-02
2.44E-01,5.47E+00,3.43E-02
2.44E-01,5.49E+00,3.42E-02
2.44E-01,5.45E+00,3.40E-02
2.44E-01,5.39E+00,3.37E-02
2.44E-01,5.47E+00,3.43E-02
2.44E-01,5.49E+00,3.41E-02
2.44E-01,5.45E+00,3.39E-02
2.44E-01,5.39E+00,3.36E-02
2.44E-01,5.47E+00,3.42E-02
2.44E-01,5.49E+00,3.41E-02
2.44E-01,5.45E+00,3.39E-02
2.44E-01,5.39E+00,3.36E-02
2.44E-01,5.47E+00,3.42E-02
2.44E-01,5.49E+00,3.41E-02
2.44E-01,5.45E+00,3.39E-02
2.44E-01,5.39E+00,3.36E-02
2.44E-01,5.47E+00,3.42E-02
2.44E-01,5.49E+00,3.41E-02
2.44E-01,5.45E+00,3.39E-02
2.45E-01,5.39E+00,3.36E-02
2.44E-01,5.47E+00,3.42E-02
2.44E-01,5.49E+00,3.41E-02
2.45E-01,5.45E+00,3.38E-02
2.45E-01,5.39E+00,3.36E-02
2.45E-01,5.47E+00,3.42E-02
2.45E-01,5.49E+00,3.41E-02
2.45E-01,5.45E+00,3.38E-02
2.45E-01,5.39E+00,3.35E-02
2.45E-01,5.47E+00,3.42E-02
2.45E-01,5.49E+00,3.41E-02
2.45E-01,5.45E+00,3.38E-02
2.45E-01,5.39E+00,3.35E-02
2.45E-01,5.47E+00,3.42E-02
2.45E-01,5.49E+00,3.41E-02
2.45E-01,5.45E+00,3.38E-02
2.45E-01,5.39E+00,3.35E-02
1.80E-01,-2.17E+00,9.53E-03
1.80E-01,-2.17E+00,9.53E-03
1.80E-01,-1.75E+00,1.06E-02
1.80E-01,-1.75E+00,1.06E-02
1.81E-01,-1.33E+00,1.17E-02
1.81E-01,-1.33E+00,1.17E-02
1.81E-01,-9.25E-01,1.27E-02
1.81E-01,-9.24E-01,1.27E-02
1.81E-01,-5.22E-01,1.38E-02
1.81E-01,-5.21E-01,1.39E-02
1.82E-01,-1.31E-01,1.50E-02
1.82E-01,-1.30E-01,1.50E-02
1.82E-01,2.45E-01,1.61E-02
1.82E-01,2.46E-01,1.61E-02
1.82E-01,6.06E-01,1.73E-02
1.82E-01,6.07E-01,1.73E-02
1.83E-01,9.52E-01,1.85E-02
1.83E-01,9.53E-01,1.85E-02
1.83E-01,1.29E+00,1.98E-02
1.83E-01,1.29E+00,1.98E-02
1.83E-01,1.61E+00,2.10E-02
1.83E-01,1.61E+00,2.10E-02
1.83E-01,1.91E+00,2.23E-02
1.84E-01,1.91E+00,2.23E-02
1.84E-01,2.20E+00,2.36E-02
1.84E-01,2.20E+00,2.36E-02
1.84E-01,2.48E+00,2.50E-02
1.84E-01,2.48E+00,2.50E-02
1.84E-01,2.74E+00,2.64E-02
1.84E-01,2.74E+00,2.64E-02
1.85E-01,2.99E+00,2.78E-02
1.85E-01,2.99E+00,2.78E-02
1.85E-01,3.22E+00,2.93E-02
1.85E-01,3.22E+00,2.93E-02
1.85E-01,3.43E+00,3.08E-02
1.85E-01,3.43E+00,3.08E-02
1.86E-01,3.61E+00,3.22E-02
1.86E-01,3.61E+00,3.22E-02
1.86E-01,3.78E+00,3.37E-02
1.86E-01,3.78E+00,3.37E-02
1.86E-01,3.92E+00,3.51E-02
